customer_id,age,gender,signup_date,purchase_amount,annual_income,loyalty_score
615a5663-5e45-4495-8c64-e4216e55a544,41.0,Other,2025-09-15,65.7,12054.9,29.29
6c71015b-3c69-4f34-97d3-6596cf83017f,43.0,Other,2024-06-27,22.53,12171.15,30.82
137bbd10-914e-49cb-81ad-baad914deb29,42.0,Male,2025-04-04,40.59,86950.76,66.75
f84ba5cf-10b7-41dd-97d7-056be967700a,62.0,,2025-07-20,119.74,59754.72,79.82
b06aa742-f527-499f-a553-b5981fdee3c7,58.0,Female,2024-09-26,56.39,50116.41,61.12
d50aae90-c9d0-4b86-97a6-e0ffb459c1c8,46.0,Female,2024-05-23,96.4,35828.49,45.62
262a8a1b-273a-45ab-b771-1de54b393fa0,32.0,Female,2025-04-20,271.36,88402.62,47.55
7274718b-435c-4d7b-a60c-709e15d78c50,62.0,Other,2024-08-25,136.22,38147.2,69.87
9ca3c861-85f5-437a-afc7-b5bc0aefc876,18.0,Other,,59.04,83723.32,38.31
3b37ea8a-d3ea-44be-b1d0-00c7f5de5698,,Other,2024-06-11,36.8,47207.16,
60c77454-be65-4c39-83f5-7910c48b149a,24.0,Male,2025-02-08,13.48,41154.88,23.07
1f217e2b-d374-41b7-b447-3c9b2ac44f08,26.0,Other,2025-07-06,47.75,41184.31,36.63
59b5ef33-c524-4590-a831-a60164fa3542,41.0,Female,2025-10-28,42.25,28453.33,23.3
507ec02f-7f20-4fe2-a421-cf9e6d1f15f5,18.0,Male,2025-02-24,76.01,80772.46,37.32
25a38ef0-f8e2-4360-8835-0241e6dcfd7d,61.0,Male,2024-09-12,48.3,54617.64,66.7
98cd220f-a8d5-4b46-b386-ee6952ea9ba9,25.0,Male,2025-04-26,42.43,16046.95,16.05
3c6c7fed-906a-40bb-b2f7-bd65032ee411,41.0,,2025-06-21,17.54,91855.63,76.23
c715f4ae-2831-4e95-994d-10afdf6a7447,28.0,Female,2025-03-26,27.45,28290.21,24.46
7b2439a3-9e1b-4b3c-bed5-867ee3839fb3,68.0,Female,2023-12-12,81.96,54490.49,80.01
7e165a0f-ef06-453e-9256-badf68b7c357,34.0,Male,2024-07-17,258.47,100281.63,62.86
a3d4a110-83cd-456c-8d77-2050c4488d19,25.0,Male,2024-11-02,50.52,,
f2c32b54-a3b3-4f66-afed-83d41189a029,52.0,Other,2024-09-28,72.01,7130.45,35.65
e7d69fb9-6cf6-4ad9-a1db-e9a4961b4bc1,52.0,Other,2025-10-01,125.8,97970.82,76.74
66f5f788-3eb8-4e9f-9f7f-8cf041adb30a,50.0,Female,,29.86,55013.78,68.22
87d08b47-dfe9-45ca-883a-2afcb234503e,22.0,Male,2025-06-05,74.47,30086.51,22.67
668b7bcf-b6bc-4c9b-9692-666fc0f5ca34,59.0,Other,2025-02-07,31.3,16536.75,39.25
29c28733-daaa-42f8-a52b-69ae2d332220,56.0,Female,2025-10-29,116.08,76299.97,74.29
025620d7-3150-499d-82d1-22a664a9db2e,58.0,,2025-10-01,61.98,60779.15,72.13
4c7f937a-f2bf-4340-8f8d-d43fe6e298d6,45.0,Other,2024-03-02,70.21,56960.84,57.28
c5ee8f56-cab3-4ded-a016-27f8fce3b6a7,,Female,2023-12-22,30.43,91633.44,
6b7dec55-fa36-4351-838a-1bc2245c63e4,26.0,Male,2024-02-17,100.6,80259.41,32.73
d3728501-c651-4cad-a034-458a168546cc,25.0,Female,2024-07-07,369.29,13107.72,16.88
028ece40-8a0f-4d2b-9915-8ab1d52b7b00,29.0,Male,2024-02-15,26.31,,
3ef2adb8-5a04-42ef-be35-7179b591189a,51.0,Male,2025-05-14,41.81,23930.84,34.54
f28b6ec8-05cd-4648-9064-27b606881491,50.0,Other,2024-12-04,66.32,76719.55,54.43
20853f26-0938-4835-b7bd-f6feec9e6fd8,65.0,Other,2024-09-26,108.08,424.75,51.6
2f515812-4088-4ba3-8f2e-732c410410a2,40.0,,2025-06-20,35.53,55994.09,50.67
86c65ea1-b70a-4968-ba36-71f7cae2bd62,41.0,,2024-07-09,12.63,71343.74,59.57
4f6a9487-1bdc-4046-be4a-86d4d2ba7b39,54.0,Other,2025-05-02,183.92,87626.99,86.14
c5d5fef8-e28f-4a30-a092-7ea003f5342c,52.0,Other,2025-09-28,105.58,29917.29,53.51
ee251d2c-7e9d-4a2b-9562-b71ad5e15c3d,61.0,Female,2025-05-19,17.82,76642.79,91.34
62736e18-ddd9-4557-840e-1f98914d1332,57.0,Other,2024-08-13,34.33,11964.88,36.61
6568a196-ee75-4508-a42b-55b0794322d9,39.0,Female,2025-03-16,224.35,85813.94,62.79
acbafdde-bc5b-4a74-929e-a1921633f49b,44.0,Female,2024-10-15,200.03,16282.17,23.59
38f71e69-6be0-4d89-8dc6-432f9b294551,52.0,Male,2025-02-23,124.21,37374.15,51.95
4c172349-bc9c-41e1-8842-10bb7def66ba,18.0,Male,2024-09-18,47.46,81841.15,38.66
c22407cf-4c97-47e6-ba28-541df1b7ba6d,52.0,Other,2025-06-28,58.54,17380.37,43.78
1f3b44c8-becc-48b5-9bcd-30f5bc22b812,54.0,Female,2025-06-27,49.19,24837.15,46.83
880fe50d-073a-4c12-86b4-2e8ab8e9f8f9,64.0,Male,2024-04-10,148.05,68117.91,84.34
b9b63c71-c5e7-4542-a943-b21222bb517b,31.0,Male,2024-01-12,28.61,72770.29,52.27
f6e7b2b9-7157-4001-aba6-c4d3023b57b3,20.0,Male,2024-06-30,29.96,65902.01,44.78
1eeab114-3ad1-4918-87eb-6254da5cbe08,18.0,Male,2024-01-07,132.69,69432.65,33.12
dd37a164-0a54-4f62-86d9-ed39bfb2f29b,22.0,Other,2024-03-04,52.74,43740.04,26.3
abe1f010-a648-4af8-8e53-c69ca59a8bca,43.0,Male,2025-03-13,187.31,25685.5,38.18
a9cd06d0-dec1-4e89-a786-ee3d08b091ae,31.0,Other,2024-04-18,32.83,45399.01,25.9
81f1f768-03bc-4df4-9ff8-b464524a9c04,56.0,Female,2025-04-26,52.29,16015.25,53.57
5526fd52-46f3-4be0-ae61-5480e972fdb4,44.0,Other,2025-02-07,27.76,87351.72,69.57
0ea613a3-c72a-4a83-a23a-c00cc1266e35,26.0,,2025-03-07,55.0,60133.3,34.15
528da6fc-3972-45d9-8bf1-b973bbb0a71f,32.0,Female,2024-02-20,20.18,41450.64,31.31
9b1d4fb9-6e70-42a0-9a8b-b8053598777d,32.0,Female,2025-04-13,37.43,52009.88,40.34
6dcf6514-3b71-47c0-afe7-5c18beede2e0,43.0,Other,2024-09-16,20.62,88611.81,71.17
a999e2ae-c574-488b-a4b0-2f052cab5e12,59.0,Female,2024-06-14,99.42,18629.04,44.47
9c6fa884-f4e8-48fb-9f4a-20688ac5b396,30.0,Other,2025-02-06,101.47,61504.42,49.37
81111934-7e2a-4f09-a448-85c911206542,,Female,2024-05-23,17.92,49752.98,
9c419666-7b7e-4948-8edb-d3c2a53e9a4f,49.0,Other,2024-07-27,179.57,62785.0,61.12
dd9963c1-1ca3-4b1c-959e-49647e0a38f9,56.0,Male,2024-08-13,552.84,6503.86,41.19
8646357a-d6be-43e0-b5a2-59d9146b6875,66.0,Other,2025-03-01,56.78,91695.82,82.57
c78da8b5-5b27-425a-9190-1b97b08d6255,69.0,Other,2025-10-13,33.53,87659.66,99.09
962fe0fb-67b0-434a-8ffa-7d32a646e096,49.0,Male,2024-09-17,762.75,60528.75,53.33
725d20ff-bc6a-4a5a-8811-71da2c9002bf,21.0,Other,2024-09-08,21.95,69344.84,41.89
6a31e330-3ce8-4fe5-8d4e-7fb68ad208aa,47.0,Other,2025-03-19,55.58,92770.0,69.82
da1a8f40-27be-4074-a75b-0da7d31b0e81,54.0,Female,2025-06-16,63.47,71101.02,74.13
b550f140-8957-429d-bcd3-d133779759c4,40.0,Other,2023-12-21,181.49,14138.55,34.54
6b887001-84c7-4d79-8abc-9470edf2bbfb,56.0,Female,2024-07-11,74.02,63510.2,70.34
fa4b2fb1-49c5-4f97-adf1-730e9ba2491d,62.0,Male,2024-07-16,37.13,60196.04,74.7
737ddcd7-d46e-45a0-8fae-4b461c63a9d6,32.0,Female,2024-06-24,27.26,36635.02,33.69
991e8883-174b-43cd-a227-14abdd27b040,60.0,Female,2024-06-22,41.74,,
1106318a-b923-426f-aa43-56f215f042c7,46.0,Male,2025-07-29,26.32,94493.99,81.61
581bc96d-c7df-46a3-b4dc-4b6dc31e9692,53.0,Female,2024-12-11,56.86,98860.85,77.17
feb12246-333f-4cd5-a656-e1114a2a2833,30.0,Male,2024-08-03,35.41,47936.97,29.04
9e1fb937-0976-4fca-9753-01bfa7884ba6,49.0,Other,2025-11-24,20.03,6681.26,39.19
0a63bd95-e8b4-491f-b625-7eba78e4580d,24.0,Other,2024-10-04,166.73,111108.02,51.24
cdb9a055-26ce-4212-8099-4b771c0f0c26,68.0,Female,2025-01-23,37.16,85313.46,86.26
a522a73c-eb62-491d-9c66-b05ed32b7ba2,39.0,Other,2024-03-29,22.57,18461.03,19.41
f81289f9-3d51-4e17-9be5-a37ced025c04,45.0,Male,2025-06-10,47.76,91480.28,70.18
f51af596-6e94-49ea-abca-3da5290c0a7e,19.0,Other,2024-06-15,57.84,89777.32,44.12
fadc4fbc-ce46-436b-a4a0-f6f6195f466d,59.0,Male,2023-12-24,17.79,55964.75,67.3
82c3e38f-3b9b-4951-9a90-5e6f6e77de30,62.0,Other,2025-11-01,72.24,65150.73,77.42
4dd87045-7686-4d96-8b0d-8e19cd723d5a,23.0,Female,2024-02-12,25.68,44989.49,27.39
3230319d-c5a3-4004-aafe-e9e6a2eeedb8,45.0,Other,2024-11-28,257.26,9406.95,28.04
90c5ccd1-9e96-41ae-a8c0-576a71251078,45.0,Other,2024-02-15,85.44,31704.34,42.12
5f413168-0262-4e64-a36c-9276ba164e91,61.0,Other,2024-10-08,39.95,77501.46,84.89
b21210c5-10fe-4684-98d4-8dd61500eb71,61.0,Male,,31.21,1663.04,48.52
1e73c20b-7a64-432d-838a-00a03aaeedbd,37.0,Male,2023-12-28,50.22,37773.56,35.81
5d40d336-88d7-467f-baa3-a7ef637e3d09,47.0,Female,2023-12-17,92.45,38505.66,45.9
adcdf5ad-8e46-4b5d-b66f-4f37d4516bec,28.0,Male,2023-12-06,53.55,58961.35,517.4499999999999
eedbed21-2b91-4d36-8d58-3100b89b5de3,45.0,Other,2025-07-04,45.95,99403.3,65.31
0ff4d65d-73dd-4894-92f4-246343b0649f,42.0,,2024-01-11,57.36,29819.84,44.06
f123fa05-6f66-46c1-b3e5-06ffb254dffd,56.0,,2024-01-15,34.42,30277.85,57.38
8c90bb86-1109-4214-b989-a7b06eeb942c,50.0,Other,2025-01-01,41.7,73079.85,71.15
152ef614-ac95-45d8-8b03-f9fd694d0c96,,Female,2025-02-04,15.55,46598.88,
8de8274c-6b07-4d67-b4cb-317c288c8fdb,44.0,Female,2025-08-18,128.29,19522.67,43.6
070f5c74-4f1b-4617-9c41-0c0938222400,69.0,Male,2024-02-15,70.23,,
527a3cfb-2670-4d29-b291-11e17c439f82,30.0,Male,2025-05-27,30.61,15834.54,23.4
d218c04c-61be-412a-aaac-1f38265c10c7,58.0,Female,,308.31,17487.95,47.67
5d50a358-0f7a-4329-ae94-6f648d588c8e,20.0,Female,2025-06-10,58.74,42526.56,23.77
d90b4570-2380-463f-b7fd-ab5814f31c64,56.0,Male,2024-09-14,25.85,35129.96,61.07
e30fc6ad-1382-4dd5-abf1-ccdede380a4e,23.0,Male,2024-12-30,115.23,93040.87,52.77
d5f0b644-029b-4e24-adce-7a6d64d1e5f1,25.0,Male,2024-12-04,76.52,25354.35,26.66
8a2fee07-a555-4990-9df7-4e39d01df919,44.0,Other,2025-04-29,76.29,63047.04,54.89
30377be2-0803-4b71-89e2-5996333e2965,26.0,Male,2025-03-06,39.18,62395.65,39.25
e53f0070-ac12-4126-a25c-c3781d5d86f6,54.0,Male,2024-07-08,80.1,17066.63,47.66
941f8ebc-9231-4940-b411-ae85c351251d,50.0,Other,2024-03-01,44.39,77874.39,70.46
9dd997b8-4164-46b6-9a90-9bdfd616e1fc,68.0,Female,2025-06-13,87.89,16550.25,61.36
99d4372c-4514-4aca-8ad1-bc6c673756e2,59.0,Male,2025-03-31,16.65,95757.57,88.9
9653b44c-4245-4d55-b9a3-775fb9dedd65,61.0,Other,2024-04-01,38.95,19478.19,54.44
8de914d8-6ec1-4804-a2da-c20a80a74bf4,41.0,Male,2024-02-27,260.02,49791.69,45.78
280098bd-1e25-4b74-a614-dd5034733a05,32.0,Male,2025-05-26,30.75,-63.92,17.92
8257c4ea-5b38-4041-b935-a2210262c26b,49.0,Other,2025-02-07,34.42,90962.36,78.82
44c0a71d-0980-4a51-bb56-dbcd6035939b,49.0,Female,2025-03-13,38.54,46981.35,55.03
2cf57cef-5945-4c77-994c-a268788f4dbd,41.0,Other,2023-12-31,23.26,62387.33,36.43
b8f90ec9-c498-4171-bdee-ec16c3778fb6,58.0,Male,2024-09-29,14.91,8770.98,43.41
925c2ee1-900b-433c-a65b-e97fa6fe8537,69.0,Female,2024-05-27,45.47,80384.45,85.08
9acb8038-9a87-45b0-82c0-f915aec7a7aa,66.0,Other,2025-06-04,61.18,14667.39,65.36
1f6ddfdf-fe17-449e-9d7b-94d7743141bc,66.0,Other,2024-04-17,52.39,78363.96,92.13
00cb68c0-c195-4de0-994e-00c9231561dd,69.0,,2025-01-06,48.65,24475.96,54.15
4a16f191-2631-4c0a-90b0-948142c5e625,29.0,Male,2025-10-09,56.64,14589.7,19.9
4f9d3094-8b64-4b52-8e3b-535510686aa1,56.0,Other,2025-04-14,134.24,-6879.98,33.63
5770bec9-8e2a-4bd1-a033-2f93f95719e9,19.0,Other,2024-05-03,46.93,47784.38,26.88
6fed993b-3f28-4792-90d4-4c9547ba1891,20.0,Other,2024-12-15,35.16,60364.35,31.61
03afa110-c5d8-47a0-b4c1-96013f8f19e1,66.0,Male,2024-10-07,43.73,5538.02,54.92
99a77182-34ed-4b36-9e5b-5a6f41be6220,54.0,Other,2024-01-22,89.74,75320.18,70.14
efb5bb29-7784-4fa7-a3e8-86a5f7a38d0c,66.0,Female,2025-05-25,193.36,44371.79,69.81
51f1f936-efa9-40fc-b2ea-c4b9ca051139,34.0,Female,2024-03-04,33.84,50473.8,35.02
88152381-8256-412b-8086-e8bb6f346cf7,66.0,Other,2025-02-05,59.32,37167.39,72.52
c645001e-c2b9-4300-a905-552b8d8a9f20,19.0,Other,,72.66,36307.21,23.52
76165ccc-12a1-4428-86d7-9c841a257baa,19.0,Female,2025-08-31,26.56,58481.16,31.4
9657e478-faf0-4863-a2c5-d584a538619a,45.0,Female,2024-01-27,55.6,16770.69,34.06
4f76295a-a414-43cf-a098-af0d78b9d561,40.0,Other,2024-02-08,20.32,18689.31,32.57
b0b842c0-47c4-4bfd-aa51-64f528fc1a85,54.0,Female,2024-01-13,17.62,81318.19,86.46
46689566-ee80-40a7-b107-af52ff947424,49.0,Male,2025-11-14,74.47,93875.68,76.36
12e62127-e554-46c2-935d-1c2f60de6e45,50.0,Male,2025-09-12,40.43,26231.3,50.62
859016e1-a081-4f32-a54d-3ee404e72017,18.0,Male,2024-08-29,64.69,27683.18,7.96
c1613109-c51b-4aab-9536-f0641938b6fb,36.0,Male,2025-01-15,53.88,71512.37,45.49
97f6554c-0302-47f3-8b97-1b5cea4c5cd9,19.0,Female,2025-03-04,26.83,33312.3,21.81
60c37f17-3c7b-446d-850f-7d10b2e6ff97,61.0,Male,2025-08-08,52.7,-840.88,48.72
bed490a7-ad3a-458b-ad9c-bdf1d18b83f2,43.0,Other,2025-03-04,23.02,16899.36,30.86
3d52ccbe-827c-4b4e-8a2d-fb7ec96523a0,49.0,Other,2025-01-29,189.54,77877.86,65.02
91114b44-6ad3-4882-80ca-2623bc6c04b2,23.0,Male,2025-04-23,21.51,63628.96,35.8
382d3127-fb97-4455-b040-2a63989c8058,49.0,Other,2025-06-14,46.73,-1199.62,28.85
3d54b66d-77a7-4d6e-9103-ec2cbafb0123,21.0,Male,2024-10-24,25.75,12035.47,15.36
7336aba8-6edf-4d46-a9e2-51ba77843e8a,28.0,Male,2025-11-05,89.03,23313.52,13.72
1d467d62-2b14-41c5-b469-4682382955ad,34.0,Male,2024-03-07,42.07,77386.19,55.68
a5c90068-57e4-4213-9363-c5e7b2c6d9ee,55.0,Other,2024-04-09,36.6,2904.04,33.71
f9b3fedc-39a6-4af6-bbf8-440ca2db793c,41.0,Other,2024-11-09,114.86,9903.25,31.17
5dc753cf-6a80-4ade-ba0a-2cdfe4f399b0,22.0,,,56.01,81675.7,37.6
9761af92-8125-47f8-b39d-b77aa9185941,69.0,Male,2024-09-04,84.89,17452.88,62.1
8b541c10-02da-4a43-836f-7af8d2adba6e,51.0,Male,2025-07-13,26.74,61183.67,68.34
3cc8619a-de11-4b9c-b6a9-55896846fabc,23.0,Male,2024-05-30,20.96,,
468f3a60-55a5-4070-824b-76f29d579983,39.0,Female,2024-09-10,59.73,10673.63,20.39
d2a83b5c-b2e9-4573-b581-db775c342067,28.0,Male,,42.48,24102.67,23.06
b6109822-434b-4d71-9ab7-f2d8388234b8,65.0,Other,2024-05-12,93.58,67370.36,76.29
963c444c-3ac9-4f36-8344-3754ea30fa11,33.0,Male,2025-05-30,51.24,92198.27,56.28
44d4d8d3-4e66-43a0-9182-8020d7fcea96,50.0,Female,2024-01-24,64.84,86439.56,78.08
6fcd8b01-d9fc-4ff5-9431-ecfa9936cb40,26.0,Other,2024-05-13,18.81,36755.0,31.59
777bfb55-6715-4c57-9560-c7b17c405497,23.0,Female,2024-11-19,305.26,71801.55,38.37
a8f7b442-c250-4623-896f-1b4ec736b53f,33.0,Male,2025-06-17,47.91,17681.77,19.92
b9afa4f4-244a-4f85-bb76-50d01b399d65,46.0,Other,2024-08-31,99.75,25136.31,45.2
