customer_id,age,gender,signup_date,purchase_amount
fadc4fbc-ce46-436b-a4a0-f6f6195f466d,59.0,Male,2023-12-24,523.65
82c3e38f-3b9b-4951-9a90-5e6f6e77de30,62.0,Other,2025-11-01,595.36
4dd87045-7686-4d96-8b0d-8e19cd723d5a,23.0,Female,2024-02-12,405.01
3230319d-c5a3-4004-aafe-e9e6a2eeedb8,45.0,Other,2024-11-28,64.21
90c5ccd1-9e96-41ae-a8c0-576a71251078,45.0,Other,2024-02-15,341.85
5f413168-0262-4e64-a36c-9276ba164e91,61.0,Other,2024-10-08,804.82
b21210c5-10fe-4684-98d4-8dd61500eb71,61.0,Male,,14.59
1e73c20b-7a64-432d-838a-00a03aaeedbd,37.0,Male,2023-12-28,340.16
5d40d336-88d7-467f-baa3-a7ef637e3d09,47.0,Female,2023-12-17,404.19
adcdf5ad-8e46-4b5d-b66f-4f37d4516bec,28.0,Male,2023-12-06,542.02
eedbed21-2b91-4d36-8d58-3100b89b5de3,45.0,Other,2025-07-04,920.66
0ff4d65d-73dd-4894-92f4-246343b0649f,42.0,,2024-01-11,352.88
f123fa05-6f66-46c1-b3e5-06ffb254dffd,56.0,,2024-01-15,353.48
8c90bb86-1109-4214-b989-a7b06eeb942c,50.0,Other,2025-01-01,740.13
152ef614-ac95-45d8-8b03-f9fd694d0c96,,Female,2025-02-04,457.7
8de8274c-6b07-4d67-b4cb-317c288c8fdb,44.0,Female,2025-08-18,232.36
070f5c74-4f1b-4617-9c41-0c0938222400,69.0,Male,2024-02-15,
527a3cfb-2670-4d29-b291-11e17c439f82,30.0,Male,2025-05-27,149.45
d218c04c-61be-412a-aaac-1f38265c10c7,58.0,Female,,184.62
5d50a358-0f7a-4329-ae94-6f648d588c8e,20.0,Female,2025-06-10,503.38
d90b4570-2380-463f-b7fd-ab5814f31c64,56.0,Male,2024-09-14,424.74
e30fc6ad-1382-4dd5-abf1-ccdede380a4e,23.0,Male,2024-12-30,915.7
d5f0b644-029b-4e24-adce-7a6d64d1e5f1,25.0,Male,2024-12-04,368.77
8a2fee07-a555-4990-9df7-4e39d01df919,44.0,Other,2025-04-29,584.78
30377be2-0803-4b71-89e2-5996333e2965,26.0,Male,2025-03-06,635.94
e53f0070-ac12-4126-a25c-c3781d5d86f6,54.0,Male,2024-07-08,22.96
941f8ebc-9231-4940-b411-ae85c351251d,50.0,Other,2024-03-01,666.9
9dd997b8-4164-46b6-9a90-9bdfd616e1fc,68.0,Female,2025-06-13,186.26
99d4372c-4514-4aca-8ad1-bc6c673756e2,59.0,Male,2025-03-31,961.46
9653b44c-4245-4d55-b9a3-775fb9dedd65,61.0,Other,2024-04-01,157.18
8de914d8-6ec1-4804-a2da-c20a80a74bf4,41.0,Male,2024-02-27,420.48
280098bd-1e25-4b74-a614-dd5034733a05,32.0,Male,2025-05-26,94.5
8257c4ea-5b38-4041-b935-a2210262c26b,49.0,Other,2025-02-07,996.91
44c0a71d-0980-4a51-bb56-dbcd6035939b,49.0,Female,2025-03-13,507.17
2cf57cef-5945-4c77-994c-a268788f4dbd,41.0,Other,2023-12-31,599.43
b8f90ec9-c498-4171-bdee-ec16c3778fb6,58.0,Male,2024-09-29,76.41
925c2ee1-900b-433c-a65b-e97fa6fe8537,69.0,Female,2024-05-27,752.46
9acb8038-9a87-45b0-82c0-f915aec7a7aa,66.0,Other,2025-06-04,217.81
1f6ddfdf-fe17-449e-9d7b-94d7743141bc,66.0,Other,2024-04-17,899.07
00cb68c0-c195-4de0-994e-00c9231561dd,69.0,,2025-01-06,213.09
4a16f191-2631-4c0a-90b0-948142c5e625,29.0,Male,2025-10-09,198.78
4f9d3094-8b64-4b52-8e3b-535510686aa1,56.0,Other,2025-04-14,46.18
5770bec9-8e2a-4bd1-a033-2f93f95719e9,19.0,Other,2024-05-03,477.35
6fed993b-3f28-4792-90d4-4c9547ba1891,20.0,Other,2024-12-15,569.19
03afa110-c5d8-47a0-b4c1-96013f8f19e1,66.0,Male,2024-10-07,75.05
99a77182-34ed-4b36-9e5b-5a6f41be6220,54.0,Other,2024-01-22,777.77
efb5bb29-7784-4fa7-a3e8-86a5f7a38d0c,66.0,Female,2025-05-25,458.76
51f1f936-efa9-40fc-b2ea-c4b9ca051139,34.0,Female,2024-03-04,529.15
88152381-8256-412b-8086-e8bb6f346cf7,66.0,Other,2025-02-05,446.36
c645001e-c2b9-4300-a905-552b8d8a9f20,19.0,Other,,406.76
76165ccc-12a1-4428-86d7-9c841a257baa,19.0,Female,2025-08-31,564.04
9657e478-faf0-4863-a2c5-d584a538619a,45.0,Female,2024-01-27,163.69
4f76295a-a414-43cf-a098-af0d78b9d561,40.0,Other,2024-02-08,190.11
b0b842c0-47c4-4bfd-aa51-64f528fc1a85,54.0,Female,2024-01-13,863.17
46689566-ee80-40a7-b107-af52ff947424,49.0,Male,2025-11-14,946.65
12e62127-e554-46c2-935d-1c2f60de6e45,50.0,Male,2025-09-12,379.58
859016e1-a081-4f32-a54d-3ee404e72017,18.0,Male,2024-08-29,278.04
c1613109-c51b-4aab-9536-f0641938b6fb,36.0,Male,2025-01-15,647.56
97f6554c-0302-47f3-8b97-1b5cea4c5cd9,19.0,Female,2025-03-04,414.65
60c37f17-3c7b-446d-850f-7d10b2e6ff97,61.0,Male,2025-08-08,35.13
bed490a7-ad3a-458b-ad9c-bdf1d18b83f2,43.0,Other,2025-03-04,164.59
3d52ccbe-827c-4b4e-8a2d-fb7ec96523a0,49.0,Other,2025-01-29,718.81
91114b44-6ad3-4882-80ca-2623bc6c04b2,23.0,Male,2025-04-23,662.33
382d3127-fb97-4455-b040-2a63989c8058,49.0,Other,2025-06-14,36.83
3d54b66d-77a7-4d6e-9103-ec2cbafb0123,21.0,Male,2024-10-24,229.75
7336aba8-6edf-4d46-a9e2-51ba77843e8a,28.0,Male,2025-11-05,238.76
1d467d62-2b14-41c5-b469-4682382955ad,34.0,Male,2024-03-07,675.17
a5c90068-57e4-4213-9363-c5e7b2c6d9ee,55.0,Other,2024-04-09,29.51
f9b3fedc-39a6-4af6-bbf8-440ca2db793c,41.0,Other,2024-11-09,113.07
5dc753cf-6a80-4ade-ba0a-2cdfe4f399b0,22.0,,,801.92
9761af92-8125-47f8-b39d-b77aa9185941,69.0,Male,2024-09-04,186.76
8b541c10-02da-4a43-836f-7af8d2adba6e,51.0,Male,2025-07-13,656.22
3cc8619a-de11-4b9c-b6a9-55896846fabc,23.0,Male,2024-05-30,
468f3a60-55a5-4070-824b-76f29d579983,39.0,Female,2024-09-10,108.45
d2a83b5c-b2e9-4573-b581-db775c342067,28.0,Male,,250.74
b6109822-434b-4d71-9ab7-f2d8388234b8,65.0,Other,2024-05-12,725.04
963c444c-3ac9-4f36-8344-3754ea30fa11,33.0,Male,2025-05-30,857.14
44d4d8d3-4e66-43a0-9182-8020d7fcea96,50.0,Female,2024-01-24,831.92
6fcd8b01-d9fc-4ff5-9431-ecfa9936cb40,26.0,Other,2024-05-13,403.21
777bfb55-6715-4c57-9560-c7b17c405497,23.0,Female,2024-11-19,671.4
a8f7b442-c250-4623-896f-1b4ec736b53f,33.0,Male,2025-06-17,212.93
b9afa4f4-244a-4f85-bb76-50d01b399d65,46.0,Other,2024-08-31,300.22
e72087d8-c205-45d8-9e8c-03adfe7f2336,20.0,Male,2023-12-06,897.37
bf38a952-0703-492a-a6c1-dce992db84b5,37.0,Other,2024-06-11,22.87
0123b967-020b-42c9-81bb-5c2d1e833bfd,,Other,2023-12-02,
821a4030-3928-4544-ac0a-4cf44f051114,36.0,Other,2024-12-22,215.81
a030f216-1900-4263-b46f-bf864c44d6ca,43.0,Female,2025-06-15,
59d9534f-6e94-433b-a5fd-dcc7c44175d2,20.0,Male,2025-06-26,189.62
3758aa51-77d2-447c-8fd6-35d5323c647f,36.0,Female,2024-06-11,587.21
64fc3925-a32b-4bb9-93db-3d8fc1f4cbb4,37.0,Female,2025-07-01,427.21
09ac6659-7f21-4457-8cac-c15c6b743703,49.0,Male,,893.74
dbb10f64-3925-4b69-97cb-39d84356b470,,Male,2024-11-10,819.27
5d87c750-6124-4fd1-854a-c8f791cf5377,69.0,Male,2025-03-15,348.4
07346a06-9796-4080-85c4-17decc8092d7,58.0,Other,2025-09-11,266.83
a1f67cc0-1065-4b0a-95c8-4e32dd23f614,,Female,2025-10-15,385.9
ad905a83-0736-44f6-905c-ba96b3c2ee5c,57.0,Female,2025-10-07,594.39
a6a83f3c-d34f-4f09-be3c-dca331e576d8,56.0,Female,2025-01-25,275.38
2a67b85c-e462-4fe4-a126-1a22bd0bdf2f,35.0,Female,2025-05-17,627.91
e1e99ec9-7413-4705-a777-93287b670da5,57.0,Female,2024-05-07,415.32
03ea203c-10a3-4c22-96f9-fa059d08a72a,18.0,Other,2024-02-17,
f45b26ab-421b-4983-a5b4-32db2604e9f8,28.0,Male,2024-01-05,441.77
cb66227a-750c-445f-ac51-c257763f14f4,45.0,Other,2025-09-18,301.52
64819bf2-eaa5-47ba-9448-9ccb02c6b632,42.0,Other,2024-12-06,948.97
578a854a-d6f2-4033-8af7-d34cf2d52090,67.0,Other,2025-10-18,765.97
d18674e4-736c-4024-9333-108726264cd4,40.0,Male,2025-04-29,148.71
f2689869-0991-4cea-90a4-5c6a6d764a0f,,Male,2025-03-05,869.78
6f1d80c0-ef84-420d-bb70-cdbb476b5703,47.0,Female,2024-05-24,
170dfa55-9deb-4dbb-b45b-2a0a968d2ee6,59.0,Other,2025-01-13,895.61
c6f8a190-8857-4516-8aa5-7e278a03fa96,52.0,Female,2023-12-16,801.86
59981677-1887-4a20-829f-37e480e77819,24.0,Male,2024-09-22,
002aa83b-5883-42dc-a61c-8d042697f32c,,Male,2023-12-28,32.24
12ddecc1-2df8-45c0-9c74-454afc714acb,43.0,Male,2024-02-23,275.99
0d8c6a4f-5ede-4a06-9461-4885afa689cc,65.0,Male,2024-05-13,546.22
b9d86bce-21de-4dc3-aac3-dada1b20f3ec,69.0,Other,2025-06-16,637.14
640193ea-7e00-46b2-84d7-95208d9f3ea8,66.0,Female,2024-06-26,265.31
8b9d32c9-b374-454a-871f-d017dec9d2d7,19.0,Male,2025-09-26,147.96
ae7e9302-e690-44a0-89d8-83a4c3f3a96d,18.0,Female,2025-05-18,836.58
b3d613e4-0398-4ff7-b582-8cef0facfab7,65.0,Male,2024-03-12,984.56
f811394e-8ba4-4304-bb76-7ee22f24ac6f,29.0,Female,2025-05-02,530.43
569ba04e-8947-415f-96dc-815ce981d8d0,,Female,2024-03-20,179.96
96924bb6-f3fc-4453-93b3-657646fa9919,54.0,Male,2024-08-20,279.58
13b234fc-7df8-4491-9fee-05aaeb170afe,49.0,Male,2025-10-15,28.21
89ead4c2-a78a-489a-8dba-f6a45ed583f0,26.0,Female,2024-09-29,915.16
7e5116c3-2a23-4086-b1ef-6307e86f264e,58.0,Other,2024-08-01,126.57
b0b6c925-794d-49d8-b005-3e7efab23434,52.0,Male,2025-01-24,580.75
abc29188-27e9-4289-891e-349553584369,36.0,Male,2025-11-02,281.31
ec83af50-ecba-4f5d-814e-a8030d2cda9a,65.0,Other,2025-10-07,558.64
c8ac719e-96fa-4771-8c2a-015fa142e70c,33.0,Other,,654.91
2cccf253-1af0-41df-b3c0-d287c2dcee93,20.0,Male,2024-08-03,831.44
15d0fc86-fc86-4dff-9f2e-1a4d74b06ed5,37.0,Male,2024-02-10,214.36
7bfdcf09-0834-4a74-b43a-5199b49f55be,41.0,Male,,20.89
089199ef-cc66-488b-86b3-b447705e2c1d,50.0,Male,2025-01-28,145.52
9bf89666-19e0-41d1-b9b0-242614eea613,41.0,Female,2025-02-28,901.02
28c3ccd9-4f2d-47f9-951c-ec42b32e41e3,69.0,Female,2024-10-27,875.15
bb7079e5-4606-4815-b693-c6df6cc5bf02,28.0,,2024-01-28,601.44
68214bb1-4378-43bf-b08d-6bfacc3cec38,66.0,Male,2025-02-06,604.51
